Title,Genre,Release date,Metascore,N. Critics,User Score,N. Users,Developer,Publisher
Aspire: Ina's Tale,2D Platformer,"Dec 17, 2021",74,9,7.3,6,Wondernaut Studio,Untold Tales
Clockwork Aquario,2D Platformer,"Dec 14, 2021",70,20,6.2,6,Westone Bit Entertainment,ININ Games
Resident Evil 0: HD Remaster,Survival,"Jan 19, 2016",70,45,7.8,382,Capcom,Capcom
Slipstream,Auto Racing,"Apr 7, 2022",70,11,7.9,15,ansdor,BlitWorks
Shock Troopers,Top-Down Shoot-'Em-Up,"Mar 9, 2017",70,7,7.1,23,Saurus,Hamster
BurgerTime Party!,Arcade,"Oct 8, 2019",70,10,6.0,9,G-mode,XSEED Games
Fight Crab,3D Fighting,"Jul 29, 2020",60,18,7.2,10,Calappa Games,Playism
Cruis'n Blast,Auto Racing,"Sep 14, 2021",70,37,8.0,54,Raw Thrills,Raw Thrills
Deadly Premonition,Open-World Action,"Feb 17, 2010",68,39,8.2,258,Access Games,Ignition Entertainment
Time Recoil,Top-Down Shoot-'Em-Up,"Oct 26, 2017",70,10,7.8,4,10tons,10tons
EarthNight,2D Platformer,"Dec 3, 2019",70,15,7.2,20,cleaversoft,cleaversoft
Just Dance 2021,Dancing,"Nov 12, 2020",70,14,5.8,24,Ubisoft,Ubisoft
Redout (2016),Future Racing,"Sep 2, 2016",81,19,7.7,178,34BigThings,34BigThings
Monster Rancher 1 & 2 DX,Compilation,"Dec 9, 2021",70,23,9.1,71,Koei Tecmo Games,Koei Tecmo Games
Nelke & the Legendary Alchemists: Ateliers of the New World,RPG,"Mar 26, 2019",67,22,7.1,42,Gust,Koei Tecmo Games
Absolute Drift,Auto Racing,"Dec 3, 2020",70,10,5.2,10,Funselektor Labs Inc.,Funselektor Labs Inc.
Zombie Army Trilogy,Third Person Shooter,"Mar 3, 2015",62,26,7.3,135,Rebellion,Rebellion
Gravitar: Recharged,Arcade,"Jun 2, 2022",70,7,tbd,N/A,SneakyBox,Atari
Pokemon Scarlet / Pokemon Violet: The Hidden Treasure of Area Zero - Part 2: The Indigo Disk,Trainer RPG,"Dec 14, 2023",70,26,4.7,134,Game Freak,The Pokemon Company
God Wars The Complete Legend,Turn-Based Tactics,"Sep 4, 2018",70,9,6.9,16,Kadokawa,NIS America
Rival Megagun,Vertical Shoot-'Em-Up,"Dec 6, 2018",70,8,tbd,N/A,Spacewave Software,Degica
The Mooseman,Adventure,"Jul 18, 2018",70,7,tbd,N/A,Vladimir Beletsky,Sometimes You
The Fall,Action Adventure,"May 30, 2014",76,17,7.4,86,Over The Moon,Over The Moon
A Fold Apart,Adventure,"Apr 16, 2020",77,17,5.8,8,Lightning Rod Games,Lightning Rod Games
Joggernauts,2D Platformer,"Oct 11, 2018",70,13,tbd,N/A,Space Mace,Space Mace
Minoria,Open-World Action,"Sep 10, 2020",70,10,5.5,11,Bombservice,DANGEN Entertainment
Puzzle & Action: Ichidant-R,Party,"Oct 17, 2019",70,7,tbd,N/A,M2,Sega
Naruto Shippuden: Ultimate Ninja Storm Trilogy,Compilation,"Apr 26, 2018",70,16,7.8,103,Bandai Namco Games,Bandai Namco Games
Hyper Sentinel,Horizontal Shoot-'Em-Up,"May 11, 2018",70,7,6.4,7,Four5Six Pixel,Huey Games
My Hero One's Justice,3D Fighting,"Oct 26, 2018",68,35,6.5,63,Bandai Namco Games,Bandai Namco Games
Stikbold! A Dodgeball Adventure,Arcade,"Apr 5, 2016",75,15,7.0,22,Reign Bros,Reign Bros
Skate City,Skating,"May 6, 2021",70,11,tbd,N/A,Snowman,Agens
Process of Elimination,Visual Novel,"Apr 11, 2023",70,8,8.5,8,Nippon Ichi Software,NIS America
Namco Museum Archives Vol. 1,Compilation,"Jun 18, 2020",70,15,tbd,N/A,B.B.Studio,Bandai Namco Games
Decarnation,Survival,"May 31, 2023",70,14,7.8,4,Atelier QDB,Shiro Games
Rhapsody: Marl Kingdom Chronicles,Compilation,"Aug 29, 2023",70,10,tbd,N/A,Nippon Ichi Software,NIS America
Risk System,Horizontal Shoot-'Em-Up,"Jul 15, 2021",70,8,tbd,N/A,Hidden Trap,Hidden Trap
Howl,Turn-Based Tactics,"Nov 14, 2023",70,10,tbd,N/A,Mi'pu'mi Games,astragon
Saints Row: The Third - The Full Package,Open-World Action,"May 10, 2019",70,30,6.2,59,Fishlabs,Deep Silver
Pokemon UNITE,MOBA,"Jul 21, 2021",70,33,4.1,400,TiMi Studios,The Pokemon Company
Beat Cop,Virtual Career,"Mar 30, 2017",71,21,7.3,102,Pixel Crow,11 bit studios
Darkestville Castle,Point-and-Click,"Aug 13, 2020",70,16,tbd,N/A,Epic llama warchief,Buka Entertainment
Banner of the Maid,Turn-Based Tactics,"Aug 12, 2020",70,8,8.2,14,Azure Flame Studio,CE-Asia
Greak: Memories of Azur,Metroidvania,"Aug 17, 2021",74,17,7.3,27,Navegante Entertainment,Sold Out
No Place for Bravery,Action Adventure,"Sep 22, 2022",70,12,tbd,N/A,Glitch Factory,Ysbryd Games
Sine Mora EX,Horizontal Shoot-'Em-Up,"Aug 8, 2017",81,18,7.0,24,Digital Reality,THQ Nordic
Glyph,3D Platformer,"Feb 1, 2021",70,15,7.4,9,Bolverk Games,Bolverk Games
Turrican Flashback Collection,Compilation,"Jan 29, 2021",70,16,7.6,10,Factor 5,ININ Games
Mario Golf: Super Rush,Golf,"Jun 25, 2021",70,115,5.6,274,Camelot Software Planning,Nintendo
Taiko no Tatsujin: Rhythmic Adventure Pack,Rhythm,"Dec 3, 2020",70,23,6.2,10,Bandai Namco Games,Bandai Namco Games
OUTBUDDIES,2D Platformer,"Jun 5, 2020",70,7,7.5,37,Julian Laufer,Headup Games
140,2D Platformer,"Jan 9, 2020",70,7,tbd,N/A,Jeppe Carlsen,Jeppe Carlsen
Star Wars Episode I: Racer,Future Racing,"Jun 23, 2020",70,17,7.6,41,LucasArts,Aspyr
Romancing SaGa 2,JRPG,"Dec 15, 2017",70,13,8.3,52,ArtePiazza,Square Enix
Romancing SaGa 2,JRPG,"Dec 15, 2017",70,13,8.3,52,ArtePiazza,Square Enix
Circus Electrique,Turn-Based Tactics,"Sep 6, 2022",70,9,6.5,6,Zen Studios,Saber Interactive
Shining Resonance Refrain,Action RPG,"Jul 10, 2018",67,26,7.2,60,Sega,Sega
RICO,FPS,"Mar 12, 2019",70,10,6.4,13,Ground Shatter Ltd.,Rising Star Games
Evergate,2D Platformer,"Aug 18, 2020",70,11,7.5,17,Stone Lantern Games,PQube
Samurai Jack: Battle Through Time,Action Adventure,"Aug 21, 2020",67,19,7.5,92,Soleil Ltd.,Adult Swim
Witcheye,2D Platformer,"Aug 27, 2020",70,11,tbd,N/A,Moon Kid,Devolver Digital
Root Film,Visual Novel,"Mar 19, 2021",70,11,8.0,5,Kadokawa,PQube
The Fall Part 2: Unbound,Action Adventure,"Feb 13, 2018",71,13,7.9,13,Over The Moon,Over The Moon
Little Dragons Cafe,Tycoon,"Aug 24, 2018",70,22,6.9,28,Aksys Games,Aksys Games
Remnant: From the Ashes,Third Person Shooter,"Aug 19, 2019",78,45,6.7,547,Gunfire Games,Perfect World Entertainment
The Survivalists,Survival,"Oct 9, 2020",76,9,6.4,14,Team17,Team17
Super Dungeon Maker,Action Adventure,"May 3, 2023",70,8,tbd,N/A,FIRECHICK,rokaplay
Foregone,2D Platformer,"Oct 13, 2020",70,13,7.8,9,Big Blue Bubble Inc.,Big Blue Bubble Inc.
Star Wars: Republic Commando,FPS,"Feb 28, 2005",78,54,8.4,103,LucasArts,LucasArts
Fire Tonight,Adventure,"Aug 12, 2021",70,8,tbd,N/A,Reptoid Games,Way Down Deep
Half Past Fate,Adventure,"Mar 12, 2020",69,7,tbd,N/A,Serenity Forge,Way Down Deep
Evan's Remains,2D Platformer,"Jun 11, 2020",75,10,6.5,11,Matias Schmied,Whitethorn Digital
Mages of Mystralia,Linear Action Adventure,"May 18, 2017",74,21,7.5,36,Borealys Games,Borealys Games
One Piece: Pirate Warriors 4,3D Beat-'Em-Up,"Mar 27, 2020",75,47,8.0,158,Omega Force,Bandai Namco Games
Warsaw,Turn-Based Tactics,"Oct 2, 2019",62,33,7.1,37,Pixelated Milk,gaming company
Front Mission 1st Remake,Turn-Based Tactics,"Nov 30, 2022",69,23,5.1,55,MegaPixel Studio,Forever Entertainment
Mercenary Kings: Reloaded Edition,Horizontal Shoot-'Em-Up,"Feb 6, 2018",69,8,6.1,7,Tribute Games,Tribute Games
Imp of the Sun,Metroidvania,"Mar 24, 2022",69,7,tbd,N/A,Sunwolf Entertainment,Sold Out
Irem Collection Volume 1,Compilation,"Nov 21, 2023",69,7,tbd,N/A,Irem,ININ Games
R-Type Final 2,Horizontal Shoot-'Em-Up,"Apr 30, 2021",69,21,5.0,20,Granzella Inc.,NIS America
Vampyr,Action RPG,"Jun 5, 2018",70,76,7.1,937,DONTNOD Entertainment,Focus Home Interactive
Pokemon Sword / Shield: The Isle of Armor,Trainer RPG,"Jun 17, 2020",69,47,5.3,538,Game Freak,The Pokemon Company
Super Dragon Ball Heroes: World Mission,Card Battle,"Apr 5, 2019",69,31,7.6,47,Safari Games,Bandai Namco Games
Kingdom Come: Deliverance - Royal Edition,Action RPG,"Mar 15, 2024",69,11,6.9,34,Warhorse Studios,Deep Silver
Where the Water Tastes Like Wine,Adventure,"Feb 28, 2018",74,45,5.3,37,Dim Bulb Games,Dim Bulb Games
South of the Circle,Adventure,"Aug 3, 2022",75,22,6.5,22,State of Play Games,11 bit studios
Born of Bread,RPG,"Dec 5, 2023",69,12,tbd,N/A,WildArts Studio Inc.,Plug In Digital
Sonic Frontiers,3D Platformer,"Nov 8, 2022",70,95,8.2,3373,Sonic Team,Sega
Cycle 28,Top-Down Shoot-'Em-Up,"Aug 2, 2018",69,7,tbd,N/A,Pill Bug Interactive,Pill Bug Interactive
Gamedec,Western RPG,"Sep 16, 2021",72,38,6.7,61,Anshar Studios,Anshar Studios
Pathway,Turn-Based Tactics,"Apr 11, 2019",68,16,6.7,40,Robotality,Chucklefish
Fate/Extella: The Umbral Star,3D Beat-'Em-Up,"Jan 17, 2017",67,33,7.2,55,Marvelous Inc.,XSEED Games
Nintendo Labo: Toycon 03 Vehicle Kit,Party,"Sep 14, 2018",69,19,6.8,24,Nintendo,Nintendo
Prinny 1-2: Exploded and Reloaded,Compilation,"Oct 13, 2020",69,14,tbd,N/A,Nippon Ichi Software,NIS America
De Mambo,2D Platformer,"Jul 13, 2017",69,9,6.7,10,The Dangerous Kitchen,Chorus Worldwide
Uno (2016),Board,"Aug 16, 2016",71,11,6.4,48,Ubisoft Chengdu,Ubisoft
Disney Magical World 2: Enchanted Edition,Virtual Life,"Dec 3, 2021",69,15,6.0,7,h.a.n.d. Inc.,Bandai Namco Games
Lone Ruin,Top-Down Shoot-'Em-Up,"Jan 12, 2023",69,15,4.5,8,Cuddle Monster Games,Super Rare Originals
Lost Sphear,JRPG,"Jan 23, 2018",68,54,6.7,72,Tokyo RPG Factory,Square Enix
Sea of Solitude: The Director's Cut,Linear Action Adventure,"Mar 4, 2021",69,18,7.9,16,Jo-Mei Games,Quantic Dream
World War Z,Tactical Third Person Shooter,"Apr 16, 2019",67,34,6.3,459,Saber Interactive,Focus Home Interactive
Raji: An Ancient Epic,Action Adventure,"Aug 18, 2020",69,22,7.7,86,Nodding Heads Games,SUPER.COM
Irony Curtain: From Matryoshka with Love,Adventure,"May 16, 2019",81,11,8.0,32,Artifex Mundi,Artifex Mundi
9 Monkeys of Shaolin,3D Beat-'Em-Up,"Oct 16, 2020",71,14,6.7,26,Sobaka,Buka Entertainment
Disco Dodgeball Remix,Future Sport,"May 22, 2018",69,9,tbd,N/A,Zen Studios,Zen Studios
Psikyo Shooting Stars Alpha,Compilation,"Jan 21, 2020",69,13,6.4,5,Psikyo,NIS America
Spinch,2D Platformer,"Sep 3, 2020",69,8,7.6,13,Queen Bee Games,Akupara Games
Q.U.B.E. 2,Action Puzzle,"Mar 13, 2018",76,20,7.0,23,Toxic Games,Toxic Games
Earth Defense Force: World Brothers,Third Person Shooter,"May 27, 2021",75,13,5.6,5,Yuke's,D3Publisher
Cat Cafe Manager,Tycoon,"Apr 14, 2022",69,11,tbd,N/A,Roost Games,Freedom Games
ChromaGun,Action Puzzle,"Jan 22, 2018",69,14,6.9,12,Pixel Maniacs,Pixel Maniacs
Mario & Sonic at the Olympic Games Tokyo 2020,Athletics,"Nov 5, 2019",69,78,6.9,204,Sega,Sega
Football Manager 2019 Touch,Soccer Management,"Dec 6, 2018",69,8,7.2,10,Sega,Sega
Curious Expedition 2,Turn-Based Strategy,"Jan 28, 2021",76,15,6.1,9,Maschinen-Mensch,Thunderful
Nobunaga's Ambition: Awakening,Turn-Based Strategy,"Jul 20, 2023",75,7,8.7,36,Kou Shibusawa,Koei Tecmo Games
Bladed Fury,2D Beat-'Em-Up,"Dec 17, 2018",74,8,8.0,16,NExT Studios,NExT Studios
Vagante,RPG,"Jan 27, 2022",69,8,tbd,N/A,Nuke Nine,BlitWorks
Crime O'Clock,Hidden Object,"Jul 21, 2023",71,13,tbd,N/A,Bad Seed,Just For Games
Kitaria Fables,Action RPG,"Sep 2, 2021",69,10,6.9,11,Twin Hearts,PQube
Dragon Marked For Death,Action RPG,"Jan 29, 2019",69,22,7.0,51,Inti Creates,Inti Creates
Akane,2D Beat-'Em-Up,"May 17, 2019",69,14,6.7,26,Ludic Studios,QubicGames
Oddworld: Soulstorm - Oddtimized Edition,Action Adventure,"Nov 18, 2022",69,11,7.1,9,Oddworld Inhabitants,Microids
#DRIVE,Auto Racing,"Feb 16, 2021",69,7,6.3,7,Dariusz Pietrala,PM Studios Inc.
Final Fantasy XV Pocket Edition,JRPG,"Sep 13, 2018",69,12,7.6,99,Square Enix,Square Enix
Friday The 13th: The Game - Ultimate Slasher Switch Edition,Survival,"Aug 13, 2019",69,21,7.5,50,Black Tower Studios,Gun Interactive
Fairy Tail,RPG,"Jul 31, 2020",71,41,7.3,137,Gust,Koei Tecmo Games
Pokemon Mystery Dungeon: Rescue Team DX,Roguelike,"Mar 6, 2020",69,78,8.0,351,Spike Chunsoft,Nintendo
Manticore: Galaxy on Fire,Space Combat Sim,"Apr 19, 2018",69,20,6.5,21,Deep Silver,Koch Media
Kine,Action Puzzle,"Oct 17, 2019",69,8,tbd,N/A,Gwen Frey,Chump Squad
Big Bang Pro Wrestling,Wrestling,"Mar 30, 2022",69,8,tbd,N/A,SNK,SNK
Daemon X Machina,Vehicle Combat Sim,"Sep 13, 2019",69,71,7.6,309,Marvelous First Studio,Nintendo
Automachef,Tycoon,"Jul 23, 2019",68,12,6.8,6,Hermes Interactive,Team17
Red Wings: Aces of the Sky,Aircraft Combat Sim,"May 21, 2020",68,13,6.7,25,All in! Games,All in! Games
Ninjala,Action,"Jun 24, 2020",68,23,6.5,172,Soleil Ltd.,"GungHo Online Entertainment America, Inc."
Chaos;Head Noah,Visual Novel,"Oct 7, 2022",68,7,8.8,5,Mages.,Spike Chunsoft
Mercenaries Saga Chronicles,Compilation,"Feb 8, 2018",68,10,7.8,17,RideonJapan,CIRCLE Entertainment
Call of Cthulhu: The Official Video Game,Survival,"Oct 30, 2018",63,49,7.2,253,Cyanide,Maximum Games
Rune Factory 5,Action RPG,"Mar 22, 2022",68,58,6.1,96,HAKAMA,XSEED Games
Wallachia: Reign of Dracula,2D Platformer,"Oct 29, 2020",68,9,8.0,5,Migami Games,Pixelheart
RPGolf Legends,RPG,"Jan 20, 2022",68,9,tbd,N/A,ArcticNet,Kemco
Bubble Bobble 4 Friends,Action Puzzle,"Mar 31, 2020",68,39,6.8,16,Taito Corporation,ININ Games
Heroki,Action,"Jul 2, 2015",75,10,8.1,20,Sega,Sega
Kukoos - Lost Pets,3D Platformer,"Dec 6, 2022",68,10,tbd,N/A,Petit Fabrik,Maximum Games
Arietta of Spirits,Action Adventure,"Aug 20, 2021",68,9,7.0,8,Third Spirit,Red Art Games
Touken Ranbu Warriors,Action RPG,"May 24, 2022",68,25,8.7,140,Omega Force,Koei Tecmo Games
Project Nimbus: Complete Edition,Third Person Shooter,"May 16, 2019",68,13,tbd,N/A,GameCrafterTeam,GameTomo
Exit the Gungeon,2D Platformer,"Mar 17, 2020",68,21,7.4,19,Dodge Roll,Devolver Digital
LEGO Bricktales,Sandbox,"Oct 12, 2022",75,27,5.0,13,ClockStone Studio,Thunderful
Mini Motor Racing X,Auto Racing,"Sep 17, 2020",68,7,7.0,4,The Binary Mill,The Binary Mill
Curious Expedition,Adventure,"Sep 2, 2016",74,12,6.3,4,Maschinen-Mensch,Maschinen-Mensch
Resident Evil 6,Survival,"Oct 2, 2012",67,71,5.4,1739,Capcom,Capcom
Hoa,2D Platformer,"Aug 24, 2021",68,15,8.2,26,Skrollcat Studios,PM Studios Inc.
Typoman: Revised,2D Platformer,"Feb 17, 2017",73,10,tbd,N/A,Brainseed Factory,Brainseed Factory
FIFA 18,Soccer Sim,"Sep 26, 2017",84,69,3.9,1229,EA Vancouver,Electronic Arts
Romancing SaGa: Minstrel Song Remastered,JRPG,"Dec 1, 2022",68,11,5.5,11,Square Enix,Square Enix
River City Girls Zero,2D Beat-'Em-Up,"Feb 14, 2022",68,11,6.2,6,WayForward,Arc System Works
One Piece: Unlimited World Red - Deluxe Edition,Action Adventure,"Sep 29, 2017",68,13,7.0,25,Ganbarion,Bandai Namco Games
Edna & Harvey: The Breakout - 10th Anniversary Edition,Point-and-Click,"Jun 17, 2020",68,7,9.2,5,The Knights of Unity,Daedalic Entertainment
Doomsday Vault,Third-Person Adventure,"Aug 5, 2021",68,11,tbd,N/A,Flightless,Flightless
Star Wars Jedi Knight: Jedi Academy,FPS,"Sep 17, 2003",81,34,8.6,524,Raven Software,LucasArts
Gang Beasts,Party,"Dec 12, 2017",68,18,6.7,124,Boneloaf,Double Fine Productions
Lydia,Adventure,"Jan 17, 2020",68,11,6.5,24,Platonic Partnership,Nakana.io
Snack World: The Dungeon Crawl Gold,Action RPG,"Feb 14, 2020",68,45,7.5,77,h.a.n.d. Inc.,Level 5
Crash Drive 3,Auto Racing,"Jul 8, 2021",68,7,7.6,5,M2H,M2H
Nintendo Labo: Toycon 02 Robot Kit,Party,"Apr 20, 2018",68,22,6.5,77,Nintendo,Nintendo
Citizens Unite!: Earth x Space,Compilation,"Jan 28, 2021",68,7,tbd,N/A,Eden Industries,Kemco
The Company Man,2D Platformer,"Jan 21, 2022",68,8,tbd,N/A,Forust,Leoful
Saturday Morning RPG,JRPG,"Apr 5, 2012",74,11,tbd,N/A,"Joystick Labs, LLC","Joystick Labs, LLC"
Beyond Blue,Third-Person Adventure,"Jun 11, 2020",72,21,6.9,32,E-Line Media,E-Line Media
Gal*Gun Returns,Light Gun,"Feb 12, 2021",68,11,8.8,4,Inti Creates,PQube
The Last Blade: Beyond the Destiny,2D Fighting,"Oct 28, 2020",68,9,tbd,N/A,Code Mystics Inc.,SNK Corporation
Super Bomberman R 2,Action Puzzle,"Sep 13, 2023",68,15,6.0,21,Konami,Konami
Oninaki,Action RPG,"Aug 22, 2019",69,47,5.8,61,Tokyo RPG Factory,Square Enix
Super Beat Sports,Rhythm,"Nov 2, 2017",68,12,7.1,14,Harmonix Music Systems,Harmonix Music Systems
Rad,Action Adventure,"Aug 20, 2019",74,31,6.6,30,Double Fine Productions,Bandai Namco Games
Fledgling Heroes,2D Platformer,"May 7, 2020",68,7,tbd,N/A,Subtle Boom,Subtle Boom
Lapis x Labyrinth,Action RPG,"May 28, 2019",68,14,6.6,13,Nippon Ichi Software,NIS America
TERROR SQUID,Top-Down Shoot-'Em-Up,"Oct 15, 2020",68,8,tbd,N/A,Apt Games,Apt Games
Azkend 2: The World Beneath,Matching Puzzle,"Jan 12, 2018",68,10,tbd,N/A,10tons,10tons
Ageless,2D Platformer,"Jul 28, 2020",68,7,tbd,N/A,One More Dream Studios,Team17
Speaking Simulator,Virtual Life,"Jan 30, 2020",68,7,tbd,N/A,Affable Games,Affable Games
Sparkle Unleashed,Matching Puzzle,"Dec 25, 2017",68,9,5.9,9,10tons,10tons
Manual Samuel,Adventure,"Oct 14, 2016",66,9,6.8,18,Perfectly Paranormal,Perfectly Paranormal
Haven Park,Third-Person Adventure,"Aug 5, 2021",68,8,7.5,11,Bubble Studio,Mooneye Studios
SYNTHETIK: Ultimate,Action,"Dec 16, 2020",67,11,3.5,6,Flow Fire Games,Flow Fire Games
"Warhammer 40,000: Shootas, Blood & Teef",2D Platformer,"Oct 20, 2022",77,12,8.0,6,Rogueside,Rogueside
JYDGE,Top-Down Shoot-'Em-Up,"Oct 3, 2017",76,13,6.5,11,10tons,10tons
The Escapists: Complete Edition,Action,"Sep 25, 2018",67,15,6.0,14,Mouldy Toof Studios,Team17
Namco Museum Archives Vol. 2,Compilation,"Jun 18, 2020",67,13,tbd,N/A,B.B.Studio,Bandai Namco Games
Golazo!,Soccer,"Sep 12, 2019",67,7,4.5,8,Purple Tree,Klabater
Atari Flashback Classics,Compilation,"Dec 13, 2018",67,11,tbd,N/A,Code Mystics Inc.,Atari SA
Neon Chrome,Top-Down Shoot-'Em-Up,"May 31, 2016",63,13,6.8,28,10tons,10tons
The King's Bird,2D Platformer,"Aug 23, 2018",67,15,7.2,13,Serenity Forge,Serenity Forge
Sonic Colors: Ultimate,3D Platformer,"Sep 7, 2021",74,54,6.4,331,Blind Squirrel Entertainment,Sega
Destropolis,Top-Down Shoot-'Em-Up,"Nov 27, 2020",67,8,tbd,N/A,Igrek Games,Gravity Games
Hextech Mayhem: A League of Legends Story,2D Platformer,"Nov 16, 2021",72,14,7.0,20,Choice Provisions,Riot Games
The DioField Chronicle,Real-Time Tactics,"Sep 22, 2022",71,26,5.0,100,Lancarse,Square Enix
Cities: Skylines,Management,"Mar 10, 2015",85,60,8.7,2285,Colossal Order,Paradox Interactive
Aeterna Noctis,Metroidvania,"Dec 15, 2021",72,17,8.1,51,Aeternum Game Studios,Aeternum Game Studios
EA Sports FC 24,Soccer Sim,"Sep 29, 2023",75,76,2.3,1325,EA Canada,Electronic Arts
Double Dragon Gaiden: Rise of the Dragons,2D Beat-'Em-Up,"Jul 27, 2023",67,19,6.4,17,Secret Base,Modus Games
The Longest Five Minutes,JRPG,"Feb 13, 2018",67,28,6.3,17,Nippon Ichi Software,NIS America
Nickelodeon All-Star Brawl,2D Fighting,"Oct 5, 2021",65,18,5.6,52,Fair Play Labs,GameMill Entertainment
Urban Trial Playground,Individual Sports,"Apr 5, 2018",67,14,6.5,24,Tate Multimedia,Tate Multimedia
Sky Force Anniversary,Vertical Shoot-'Em-Up,"Dec 9, 2016",77,11,6.6,9,Infinite Dreams,Infinite Dreams
Say No! More,Adventure,"Apr 9, 2021",67,15,6.4,11,Studio Fizbin,Thunderful
Hotel Sowls,Point-and-Click,"Jul 30, 2020",67,8,tbd,N/A,Studio Sott,CFK
Atomicrops,Top-Down Shoot-'Em-Up,"May 28, 2020",78,9,7.2,19,Bird Bath Games,Raw Fury
Travis Strikes Again: No More Heroes,3D Beat-'Em-Up,"Jan 18, 2019",67,80,7.8,222,Grasshopper Manufacture,Grasshopper Manufacture
Double Cross,2D Platformer,"Jan 10, 2019",67,23,7.0,8,13AM Games,Graffiti Games
Elli,3D Platformer,"Jan 10, 2019",67,11,5.7,9,Bandana Kid,Bandana Kid
Sonic Superstars,2D Platformer,"Oct 17, 2023",73,67,8.0,770,Arzest,Sega
Picross S,Logic Puzzle,"Sep 28, 2017",67,10,7.4,42,Jupiter Corporation,Jupiter Corporation
Felix the Reaper,Adventure,"Oct 17, 2019",67,16,6.4,11,Kong Orange,Daedalic Entertainment
Infernium,Action Adventure,"Apr 5, 2018",67,8,6.8,9,Carlos Coronado,Carlos Coronado
Kirby's Dream Buffet,Party,"Aug 17, 2022",67,52,7.2,68,HAL Labs,Nintendo
Psikyo Shooting Stars Bravo,Compilation,"Feb 18, 2020",67,10,tbd,N/A,Psikyo,NIS America
Wonder Boy Collection,Compilation,"Jun 3, 2022",67,14,tbd,N/A,Bliss Brain,ININ Games
A-Train: All Aboard! Tourism,Tycoon,"Mar 12, 2021",67,15,8.5,4,Artdink,Artdink
Last Stop (2021),Third-Person Adventure,"Jul 22, 2021",70,30,7.1,41,Variable State,Annapurna Interactive
LEGRAND LEGACY: Tale of the Fatebounds,JRPG,"Jan 24, 2018",67,10,6.5,31,SEMISOFT,SEMISOFT
Shape of the World,Open-World Action,"Jun 6, 2018",67,14,7.4,7,Seaven Studio,Hollow Tree Games
Death end re;Quest 2,JRPG,"Aug 25, 2020",74,13,6.6,22,Compile Heart,Idea Factory
Giga Wrecker Alt.,2D Platformer,"Apr 12, 2019",67,17,4.6,12,Game Freak,Limited Run Games
Maglam Lord,Action RPG,"Feb 4, 2022",67,10,tbd,N/A,Felistella,PQube
Olympic Games Tokyo 2020: The Official Video Game,Athletics,"Jun 22, 2021",69,28,4.9,33,Sega,Sega
Crossing Souls,Action Adventure,"Feb 13, 2018",70,28,6.8,54,Fourattic,Devolver Digital
Fitness Boxing 2: Rhythm & Exercise,Exercise,"Dec 4, 2020",66,29,6.2,19,Jupiter Corporation,Nintendo
Save me Mr Tako: Tasukete Tako-San,2D Platformer,"Oct 30, 2018",66,21,6.1,12,Christophe Galati,Nicalis
Windscape,Open-World Action,"Mar 27, 2019",66,13,3.8,4,Magic Sandbox,Headup Games
King Oddball,Action Puzzle,"Apr 8, 2014",64,10,5.5,42,10tons,10tons
Potata,2D Platformer,"Jun 6, 2020",66,13,7.4,10,OverGamez,Potata Company
EQQO,Point-and-Click,"Feb 7, 2020",66,11,5.6,11,Parallel Studio,Nakana.io
Nine Parchments,Action RPG,"Dec 5, 2017",66,15,6.9,58,"Frozenbyte, Inc.","Frozenbyte, Inc."
Stonefly,Action Adventure,"Jun 1, 2021",64,13,tbd,N/A,Flight School Studio,MWM Interactive
Oceanhorn: Monster of Uncharted Seas,Open-World Action,"Nov 14, 2013",85,19,7.7,71,FDG Entertainment,FDG Entertainment
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,3D Platformer,"Jun 23, 2020",68,38,8.8,2210,Purple Lamp Studios,THQ Nordic
Fitness Boxing,Exercise,"Jan 4, 2019",66,14,6.5,49,"Imagineer Co.,Ltd.",Nintendo
Roguebook,Card Battle,"Jun 17, 2021",78,24,6.6,33,Abrakam SA,Nacon
Peaky Blinders: Mastermind,Action Puzzle,"Aug 20, 2020",58,16,7.3,14,FuturLab,Curve Digital
Destroy All Humans!,Action Adventure,"Jul 28, 2020",70,40,7.9,178,Black Forest Games,THQ Nordic
River City Saga: Three Kingdoms,2D Beat-'Em-Up,"Jul 21, 2022",66,7,tbd,N/A,Aplus,Arc System Works
Crysis Remastered,FPS,"Jul 23, 2020",66,29,8.0,115,Saber Interactive,Crytek
Toki,2D Platformer,"Dec 4, 2018",66,20,6.4,23,Microids,Microids
Atari Mania,Party,"Oct 13, 2022",66,13,tbd,N/A,iLLOGIKA,Atari
Darius Cozmic Collection: Console,Compilation,"Jun 16, 2020",66,13,tbd,N/A,M2,ININ Games
Golem Gates,Action RPG,"May 31, 2019",66,8,7.5,6,"Laser Guided Games, LLC",Digerati Distribution
Baldur's Gate: Dark Alliance II,Action RPG,"Jan 20, 2004",78,44,8.1,81,Black Isle Studios,Interplay
DC Super Hero Girls: Teen Power,Open-World Action,"Jun 4, 2021",66,23,7.0,23,TOYBOX,Nintendo
Ultra Street Fighter II: The Final Challengers,2D Fighting,"May 26, 2017",66,69,6.7,188,Capcom,Capcom
Super Meat Boy Forever,2D Platformer,"Dec 23, 2020",66,37,5.4,98,Team Meat,Team Meat
Infinite Minigolf,Golf,"Jul 25, 2017",75,17,6.4,14,Zen Studios,Zen Studios
